NO,Order ID,SLS Tracking Number,Shopee Order SN,Sort Code Name,SOC Received time,OnHoldReason,Status,Order Account,Original ASF,Rounding ASF,Payment Method,Pickup Station,Destination Station,Next Station,Current Station,Channel
1,SPXID032015195479,ID236667315799U,230917K79M0Q64,PARIANGAN,2023-09-19 22:38:36,Normal,SOC_Packed,Economy Marketplace Delivery,55900,55900,COD,Jepara First Mile Hub,Lima Kaum Hub,Kapuk DC,Semarang DC,spx
2,SPXID033602126129,ID236419651756N,230917K3CWWN5G,NGLUYU,2023-09-19 22:42:05,Normal,SOC_LHTransporting,Economy Marketplace Delivery,48800,48800,COD,Jepara First Mile Hub,Gondang Hub,Surabaya DC,Semarang DC,spx
3,SPXID037690024299,ID234263932872R,230918KED69GX0,BUSUNGBIU,2023-09-19 22:44:30,Normal,SOC_LHTransporting,Economy Marketplace Delivery,28400,28400,COD,Jepara First Mile Hub,Seririt Hub,Surabaya DC,Semarang DC,spx
4,SPXID030354703119,ID2376474881652,230918KEWX9HM6,PEDURUNGAN,2023-09-19 20:58:05,Normal,SOC_LHTransporting,Economy Marketplace Delivery,14700,14700,NON-COD,Cimahi First Mile Hub,Pedurungan Hub,Semarang DC,Bandung DC,spx
5,SPXID030004779359,ID2325758529033,230918KDCRPG7B,CIKAMPEK,2023-09-19 20:28:04,Normal,SOC_LHTransporting,SPX Standard Marketplace,20300,20300,NON-COD,Jepara First Mile Hub,Purwasari Hub,Cakung DC,Semarang DC,spx
6,SPXID031693555799,ID2339480453952,230918KCGHJKN9,CILEUNGSI,2023-09-19 20:40:12,Normal,SOC_LHTransporting,SPX Standard Marketplace,18300,18300,COD,Jepara First Mile Hub,Cileungsi Hub,Depok DC,Semarang DC,spx
7,SPXID035524146559,ID2383900328765,230918KDTGD2KD,TAMBUN SELATAN,2023-09-19 20:09:11,Normal,SOC_LHTransporting,SPX Standard Marketplace,18300,18300,NON-COD,Jepara First Mile Hub,Tambun Selatan Hub,Cakung DC,Semarang DC,spx
8,SPXID036118056239,ID232609418885S,230918KDWHMQED,KELAPA DUA,2023-09-19 20:52:21,Normal,SOC_LHTransporting,SPX Standard Marketplace,18300,18300,COD,Jepara First Mile Hub,Kelapa Dua Hub,Cakung DC,Semarang DC,spx
9,SPXID037392302169,ID233440690328W,230917K9XJ27XQ,TAMPAN,2023-09-18 20:46:49,Normal,SOC_LHTransporting,SPX Standard Marketplace,34600,34600,NON-COD,Jepara First Mile Hub,Pekanbaru Hub,Kapuk DC,Semarang DC,spx
10,SPXID033995460999,ID231812120867O,230918KETU21WX,GEMUH,2023-09-19 01:13:20,Normal,SOC_LHTransported,Economy Marketplace Delivery,18300,18300,COD,Kebon Jeruk First Mile Hub,Weleri Hub,Weleri Hub,Semarang DC,spx
11,SPXID033422811939,ID238342365078V,230916G9TDMQ53,NUSAWUNGU,2023-09-20 00:39:14,Normal,SOC_LHTransporting,SPX Standard Marketplace,14200,14200,NON-COD,Semarang First Mile Hub,Kroya Hub,Tegal DC,Semarang DC,spx
12,SPXID032580456099,ID2368590501510,230917JEH5VQD6,CEPU,2023-09-19 16:40:27,Normal,SOC_Received,Economy Marketplace Delivery,21300,21300,COD,Sukmajaya First Mile Hub,Blora Hub,Blora Hub,Semarang DC,spx
13,SPXID031319800439,ID234035730338K,230917K9UPEA13,MENGANTI,2023-09-19 21:05:23,Normal,SOC_LHTransporting,Marketplace Collection,11000,11000,NON-COD,Jepara First Mile Hub,Menganti Hub,Surabaya DC,Semarang DC,spx
14,SPXID037854051509,ID231313704445V,230917KBDGYS6F,BUMI AGUNG,2023-09-19 22:40:48,Normal,SOC_LHTransporting,Marketplace Collection,19000,19000,COD,Jepara First Mile Hub,Way Kanan Hub,Cengkareng DC,Semarang DC,spx
15,SPXID038676098309,ID2324283935412,230917K3FX74R5,PERAK,2023-09-19 16:39:22,Normal,SOC_LHTransporting,Economy Marketplace Delivery,19800,19800,NON-COD,Kudus First Mile Hub,Jombang Hub,Surabaya DC,Semarang DC,spx
16,SPXID030921293169,ID235571595628Q,230916FY382QSN,PURWOSARI,2023-09-20 00:06:43,Normal,SOC_LHTransporting,SPX Standard Marketplace,11200,11200,COD,Semarang First Mile Hub,Padangan Hub,Surabaya DC,Semarang DC,spx
17,SPXID035926522069,ID239295479605W,230916FXT2CDBY,SRAGI,2023-09-19 23:55:39,Normal,SOC_LHTransporting,SPX Standard Marketplace,10100,10100,COD,Semarang First Mile Hub,Bojong Hub,Tegal DC,Semarang DC,spx
18,SPXID037255707519,ID236490829847J,230916FUHTEGM5,BUKATEJA,2023-09-20 00:17:04,Normal,SOC_LHPacking,SPX Standard Marketplace,9100,9100,COD,Semarang First Mile Hub,Purbalingga Hub,Tegal DC,Semarang DC,spx
19,SPXID035362461629,ID239404020320R,230917JJCXG6QQ,TLOGOWUNGU,2023-09-19 01:33:55,Normal,SOC_Packed,Marketplace Collection,11500,11500,COD,Taman Sari First Mile Hub,Pati Hub,Pati Hub,Semarang DC,spx
20,SPXID037256448899,ID235787372532Z,230917GYW532HA,TAHUNAN,2023-09-19 14:59:34,Normal,SOC_LHTransported,SPX Standard Marketplace,16200,16200,NON-COD,Pungging First Mile Hub,Jepara Hub,Semarang DC,Surabaya DC,spx
21,SPXID030991317219,ID238268182622U,230917K9KKYRUJ,JEPARA,2023-09-19 09:36:55,Normal,SOC_Packed,SPX Standard Marketplace,23400,23400,NON-COD,Koja First Mile Hub,Jepara Hub,Jepara Hub,Semarang DC,spx
22,SPXID038381304829,ID234876288585Q,230917HQ36M4H2,ROWOSARI,2023-09-19 10:10:37,Normal,SOC_LHTransported,SPX Standard Marketplace,21300,21300,COD,Pademangan First Mile Hub,Weleri Hub,Weleri Hub,Semarang DC,spx
23,SPXID031866714079,ID236657239528Y,230918KE4TBM40,SRAGI,2023-09-19 22:03:07,Normal,SOC_LHTransporting,SPX Standard Marketplace,15200,15200,NON-COD,Jepara First Mile Hub,Bojong Hub,Tegal DC,Semarang DC,spx
24,SPXID032871909739,ID2397524009717,230917K5P61JEM,UNGARAN BARAT,2023-09-19 21:42:23,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,NON-COD,Kebayoran First Mile Hub,Ungaran Hub,Semarang DC,Jakarta DC,spx
25,SPXID039355220389,ID230773841448V,230917JCM9FA34,KARANG TENGAH,2023-09-19 16:37:02,Normal,SOC_Received,SPX Standard Marketplace,21300,21300,COD,Sukmajaya First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
26,SPXID030633044009,ID2363091323510,230916FQWF99S1,KELING,2023-09-20 00:19:00,Normal,SOC_LHTransporting,SPX Standard Marketplace,10100,10100,COD,Semarang First Mile Hub,Bangsri Hub,Jepara Hub,Semarang DC,spx
27,SPXID032355424539,ID2398109223979,230916FKX3AGC5,TEMAYANG,2023-09-20 00:33:25,Normal,SOC_LHTransporting,SPX Standard Marketplace,11200,11200,COD,Semarang First Mile Hub,Sugihwaras Hub,Surabaya DC,Semarang DC,spx
28,SPXID035727958839,ID2376778966642,230916FKV3D5WG,BALAPULANG,2023-09-20 00:41:02,Normal,SOC_Received,SPX Standard Marketplace,9100,9100,NON-COD,Semarang First Mile Hub,Balapulang Hub,Tegal DC,Semarang DC,spx
29,SPXID036183236889,ID232506824111Y,230917HTCHVRUX,SEMARANG BARAT,2023-09-19 14:05:48,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,COD,Margaasih First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
30,SPXID039467390309,ID2344593223810,230917K5GFV4N3,TINGKIR,2023-09-19 20:57:46,Normal,SOC_LHTransporting,Economy Marketplace Delivery,18300,18300,COD,Pamulang First Mile Hub,Salatiga Hub,Semarang DC,Jakarta DC,spx
31,SPXID031298607839,ID2314321082035,230918KC8E6BB6,TEMBALANG,2023-09-19 14:59:39,Normal,SOC_Packed,Economy Marketplace Delivery,14700,14700,NON-COD,Ngamprah First Mile Hub,Tembalang Hub,Tembalang Hub,Semarang DC,spx
32,SPXID036288837319,ID2385095082583,230917K3KFMY7M,KEDUNGKANDANG,2023-09-19 16:39:26,Normal,SOC_LHTransporting,Economy Marketplace Delivery,15700,15700,COD,Kudus First Mile Hub,Sukun Hub,Surabaya DC,Semarang DC,spx
33,SPXID034964368189,ID232237942215N,230917K2ABKBCU,BEJEN,2023-09-19 09:36:58,Normal,SOC_LHPacking,SPX Standard Marketplace,22300,22300,COD,Koja First Mile Hub,Ngadirejo Hub,Ngadirejo Hub,Semarang DC,spx
34,SPXID039310621969,ID234261396257U,230918KEHJFD67,PEDURUNGAN,2023-09-19 03:21:14,Normal,SOC_LHPacking,Economy Marketplace Delivery,29400,29400,NON-COD,Teluknaga First Mile Hub,Pedurungan Hub,Pedurungan Hub,Semarang DC,spx
35,SPXID031577292369,ID2307943518113,230917K276HPD9,WIROSARI,2023-09-18 22:59:23,Normal,SOC_Packed,Economy Marketplace Delivery,22300,22300,NON-COD,Bekasi Utara First Mile Hub,Kradenan Hub,Purwodadi Hub,Semarang DC,spx
36,SPXID032104722299,ID2354257709105,230917H1QEGTU4,DEMPET,2023-09-18 21:33:57,Normal,SOC_LHPacking,SPX Standard Marketplace,21300,21300,NON-COD,Pancoran Mas First Mile Hub,Guntur Hub,Demak Hub,Semarang DC,spx
37,SPXID035678840329,ID2314429142695,230916FFBUM7CW,SUKARAJA,2023-09-19 01:22:15,Normal,SOC_LHTransporting,SPX Standard Marketplace,18300,18300,NON-COD,Semarang First Mile Hub,Sukaraja Sukabumi Hub,Depok DC,Semarang DC,spx
38,SPXID035742198189,ID234282890659O,230916FEYQFMFW,DEMAK,2023-09-19 01:08:33,Normal,SOC_Packed,SPX Standard Marketplace,9100,9100,COD,Semarang First Mile Hub,Pedurungan Hub,Pedurungan Hub,Semarang DC,spx
39,SPXID037997795709,ID237011021901T,230916FDH7QWSV,MARGOYOSO,2023-09-19 23:45:38,Normal,SOC_LHTransporting,SPX Standard Marketplace,10100,10100,COD,Semarang First Mile Hub,Tayu Hub,Tayu Hub,Semarang DC,spx
40,SPXID030965870879,ID234756112919N,230918KD20EU7F,MEDAN SATRIA,2023-09-18 16:33:21,Normal,SOC_LHTransported,Economy Marketplace Delivery,16200,16200,COD,Kudus First Mile Hub,Medan Satria Hub,Cakung DC,Semarang DC,spx
41,SPXID038567444559,ID234668852135V,230917K3TV5KPG,DIWEK,2023-09-19 17:41:42,Normal,SOC_LHTransporting,Economy Marketplace Delivery,19800,19800,NON-COD,Kudus First Mile Hub,Jombang Hub,Surabaya DC,Semarang DC,spx
42,SPXID035031778759,ID2390750357435,230917JK9F4D41,BANDAR,2023-09-19 10:36:53,Normal,SOC_Received,SPX Standard Marketplace,20300,20300,COD,Koja First Mile Hub,Bandar Hub,Bandar Hub,Semarang DC,spx
43,SPXID035818756369,ID2349692354962,230917JTS6H367,GAYAMSARI,2023-09-18 23:17:13,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,NON-COD,Kebayoran First Mile Hub,Semarang Timur Hub,Semarang Timur Hub,Semarang DC,spx
44,SPXID034459211699,ID233971425441U,230917K2NPXTSD,TAWANGHARJO,2023-09-18 23:53:26,Normal,SOC_LHTransporting,SPX Standard Marketplace,17200,17200,COD,Kenjeran First Mile Hub,Purwodadi Hub,Purwodadi Hub,Semarang DC,spx
45,SPXID036848925769,ID2366990513817,230917J4XP9B5B,JUMO,2023-09-19 20:30:36,Normal,SOC_Received,SPX Standard Marketplace,34400,34400,COD,Lakarsantri First Mile Hub,Ngadirejo Hub,Ngadirejo Hub,Semarang DC,spx
46,SPXID031563842639,ID2339041085305,230917JEY8XU9P,GAJAH MUNGKUR,2023-09-19 00:12:24,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,COD,Tambora 2 First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
47,SPXID038441025719,ID2335094192256,230916GBE3AW2K,TEMBALANG,2023-09-19 17:55:08,Normal,SOC_Received,Economy Marketplace Delivery,14200,14200,COD,Gedangan First Mile Hub,Tembalang Hub,Tembalang Hub,Semarang DC,spx
48,SPXID037955676279,ID2362726789374,230918KE109DCV,RANDUBLATUNG,2023-09-18 21:41:55,Normal,SOC_Packed,SPX Standard Marketplace,17200,17200,COD,Candi First Mile Hub,Randublatung Hub,Blora Hub,Semarang DC,spx
49,SPXID032596160659,ID239890135981U,230917K4DUN7AJ,TEMBALANG,2023-09-18 16:49:03,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,COD,Garut Kota First Mile Hub,Tembalang Hub,Tembalang Hub,Semarang DC,spx
50,SPXID031240613459,ID2308396566890,230917JB5AFJP1,TEMANGGUNG,2023-09-19 09:35:05,Normal,SOC_LHPacking,SPX Standard Marketplace,22400,22400,COD,Koja First Mile Hub,Temanggung Hub,Temanggung Hub,Semarang DC,spx
51,SPXID035883795519,ID238629196445R,230917J5JN8PPC,GUNTUR,2023-09-19 10:45:40,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,COD,Koja First Mile Hub,Guntur Hub,Demak Hub,Semarang DC,spx
52,SPXID036612998169,ID2320275378925,230917JADBS4MQ,SAYUNG,2023-09-19 09:37:01,Normal,SOC_LHTransporting,SPX Standard Marketplace,21300,21300,COD,Koja First Mile Hub,Guntur Hub,Demak Hub,Semarang DC,spx
53,SPXID037357611969,ID230746619624W,230917JGEV012T,KUDUS KOTA,2023-09-19 13:58:05,Normal,SOC_Received,SPX Standard Marketplace,23400,23400,COD,Koja First Mile Hub,Kudus Hub,Kudus Hub,Semarang DC,spx
54,SPXID038832196619,ID230112568920U,230917JFN061U4,WINONG,2023-09-19 10:46:08,Normal,SOC_Packed,SPX Standard Marketplace,23400,23400,COD,Koja First Mile Hub,Kayen Hub,Kayen Hub,Semarang DC,spx
55,SPXID032948945149,ID236399622575V,230917K60C74EG,GUNUNGPATI,2023-09-18 20:14:43,Normal,SOC_LHTransporting,Economy Marketplace Delivery,14700,14700,NON-COD,Kamal First Mile Hub,Gunungpati Hub,Semarang DC,Jakarta DC,spx
56,SPXID031738031849,ID236564086700W,230917KA7KWJUE,JUWANA,2023-09-19 00:43:01,Normal,SOC_Packed,Marketplace Collection,11500,11500,NON-COD,Tambora 2 First Mile Hub,Juwana Hub,Juwana Hub,Semarang DC,spx
57,SPXID033974535269,ID2351103196212,230917K7DE5JBR,MRANGGEN,2023-09-18 23:34:11,Normal,SOC_Received,SPX Standard Marketplace,21300,21300,COD,Daan Mogot First Mile Hub,Pedurungan Hub,Pedurungan Hub,Semarang DC,spx
58,SPXID036304672139,ID2332873323212,230917J19P68WA,BANYUMANIK,2023-09-18 22:23:14,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,NON-COD,Cibinong First Mile Hub,Banyumanik Hub,Banyumanik Hub,Semarang DC,spx
59,SPXID034566339859,ID2343554761753,230917K0V5ERED,TENGARAN,2023-09-18 23:09:36,Normal,SOC_Received,SPX Standard Marketplace,21300,21300,NON-COD,Daan Mogot First Mile Hub,Salatiga Hub,Salatiga Hub,Semarang DC,spx
60,SPXID030771233079,ID231657324595V,230917J8JXJ6XC,PAMOTAN,2023-09-18 20:28:15,Normal,SOC_LHTransporting,SPX Standard Marketplace,30400,30400,COD,Bantul First Mile Hub,Rembang Hub,Rembang Hub,Semarang DC,spx
61,SPXID031979287779,ID231156669239T,230917K3TY2651,LASEM,2023-09-18 20:33:37,Normal,SOC_LHTransporting,SPX Standard Marketplace,15200,15200,COD,Bantul First Mile Hub,Rembang Hub,Rembang Hub,Semarang DC,spx
62,SPXID038615803109,ID2347428321864,230917HY9GUBPJ,WELERI,2023-09-18 16:37:33,Normal,SOC_Packed,SPX Standard Marketplace,16200,16200,COD,Mojokerto First Mile Hub,Weleri Hub,Weleri Hub,Semarang DC,spx
63,SPXID037658254099,ID2367939221897,230917K6PY1VP5,BANDAR,2023-09-18 22:25:46,Normal,SOC_Received,Economy Marketplace Delivery,22300,22300,NON-COD,Benda First Mile Hub,Bandar Hub,Bandar Hub,Semarang DC,spx
64,SPXID030509542489,ID239276390557W,230917KAU5GPV0,BANYUMANIK,2023-09-18 22:12:58,Normal,SOC_Packed,Economy Marketplace Delivery,14700,14700,NON-COD,Soreang First Mile Hub,Banyumanik Hub,Banyumanik Hub,Semarang DC,spx
65,SPXID033770731019,ID2369288328847,230917J3J4J92D,WONOBOYO,2023-09-19 10:45:40,Normal,SOC_LHPacking,SPX Standard Marketplace,22300,22300,COD,Koja First Mile Hub,Ngadirejo Hub,Ngadirejo Hub,Semarang DC,spx
66,SPXID038708910369,ID2355273818177,230917K2UWBN6X,BLORA KOTA,2023-09-19 16:38:53,Normal,SOC_LHTransporting,SPX Standard Marketplace,15200,15200,COD,Sukoharjo First Mile Hub,Blora Hub,Blora Hub,Semarang DC,spx
67,SPXID030186534469,ID232752156976U,230917K3XVW8VT,DIWEK,2023-09-19 16:34:07,Normal,SOC_LHTransporting,Economy Marketplace Delivery,19800,19800,NON-COD,Kudus First Mile Hub,Jombang Hub,Surabaya DC,Semarang DC,spx
68,SPXID033142672359,ID234727584651A,230917JYYXAU21,PARAKAN,2023-09-18 23:54:45,Normal,SOC_Packed,SPX Standard Marketplace,22300,22300,COD,Cibodas First Mile Hub,Ngadirejo Hub,Ngadirejo Hub,Semarang DC,spx
69,SPXID036258157299,ID239851194360Y,230918KEV5Y8VF,SURUH,2023-09-19 21:26:10,Normal,SOC_Packed,SPX Standard Marketplace,20300,20300,COD,Pamulang First Mile Hub,Salatiga Hub,Semarang DC,Jakarta DC,spx
70,SPXID031402817839,ID2337860360571,230917JCJBFPTX,SEMARANG TIMUR,2023-09-18 23:17:47,Normal,SOC_Packed,SPX Standard Marketplace,17300,17300,COD,Johar Baru First Mile Hub,Semarang Timur Hub,Semarang Timur Hub,Semarang DC,spx
71,SPXID036886759209,ID238049916869B,230918KE8V0HXR,KALIDERES,2023-09-19 19:47:33,Normal,SOC_Packed,SPX Standard Marketplace,15200,15200,NON-COD,Temanggung First Mile Hub,Export WH 01,Kapuk DC,Semarang DC,spx
72,SPXID030802497899,ID230524364499V,230917JDYAKEM5,JEPARA,2023-09-19 21:16:42,Normal,SOC_LHTransporting,SPX Standard Marketplace,16200,16200,COD,Pungging First Mile Hub,Jepara Hub,Semarang DC,Surabaya DC,spx
73,SPXID033162168079,ID231662563055X,230917JWUT5N20,GAJAH,2023-09-18 16:41:40,Normal,SOC_Received,SPX Standard Marketplace,20300,20300,NON-COD,Cisaat First Mile Hub,Demak Hub,Demak Hub,Semarang DC,spx
74,SPXID033713011349,ID235934754864W,230917K1BKF6UH,BANJAREJO,2023-09-18 16:43:40,Normal,SOC_Received,SPX Standard Marketplace,23400,23400,NON-COD,Cisaat First Mile Hub,Blora Hub,Blora Hub,Semarang DC,spx
75,SPXID037334321089,ID231266731767Z,230918KESQT2AS,SEMARANG BARAT,2023-09-18 17:46:51,Normal,SOC_Received,SPX Standard Marketplace,17300,17300,NON-COD,Cengkareng Barat First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
76,SPXID037654118799,ID2308172734942,230917KAYRCX3J,GUNUNGPATI,2023-09-18 22:53:11,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,NON-COD,Tamansari Bogor First Mile Hub,Gunungpati Hub,Gunungpati Hub,Semarang DC,spx
77,SPXID035226228219,ID2354810590922,230916GJQ70393,NALUMSARI,2023-09-18 16:43:01,Normal,SOC_Received,Economy Marketplace Delivery,21300,21300,NON-COD,Cisaat First Mile Hub,Mayong Hub,Mayong Hub,Semarang DC,spx
78,SPXID033725086539,ID234965404398X,230917K2Q3R53U,WIROSARI,2023-09-19 01:41:17,Normal,SOC_Received,Economy Marketplace Delivery,22300,22300,NON-COD,Daan Mogot First Mile Hub,Kradenan Hub,Purwodadi Hub,Semarang DC,spx
79,SPXID038425591859,ID2325432841761,230918KEYJP46K,SEMARANG TENGAH,2023-09-18 22:15:39,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,NON-COD,Kapuk First Mile Hub,Semarang Tengah Hub,Semarang Tengah Hub,Semarang DC,spx
80,SPXID039413818059,ID2330048866434,230918KE2V9UGH,BOJA,2023-09-18 21:39:48,Normal,SOC_LHTransported,Economy Marketplace Delivery,18300,18300,COD,Palmerah First Mile Hub,Boja Hub,Boja Hub,Semarang DC,spx
81,SPXID037982861779,ID2328572556432,230916FNXSP6SW,KALIWUNGU,2023-09-18 20:37:41,Normal,SOC_LHTransporting,Marketplace Collection,8500,8500,COD,Mojoroto First Mile Hub,Kudus Hub,Kudus Hub,Semarang DC,spx
82,SPXID030172245949,ID2341844740881,230918KEAP6FBT,SAYUNG,2023-09-18 23:31:13,Normal,SOC_LHPacking,SPX Standard Marketplace,21300,21300,COD,Penjaringan First Mile Hub,Guntur Hub,Demak Hub,Semarang DC,spx
83,SPXID035493505339,ID2323187189511,230915E9HD44CM,SEMARANG BARAT,2023-09-19 17:12:52,Normal,SOC_LHPacking,SPX Standard Marketplace,16200,16200,NON-COD,Cimahi First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
84,SPXID036829434479,ID2361799049215,230917KBTNMDPR,CILEUNGSI,2023-09-19 01:35:56,Normal,SOC_LHTransporting,SPX Standard Marketplace,18300,18300,NON-COD,Jepara First Mile Hub,Cileungsi Hub,Depok DC,Semarang DC,spx
85,SPXID034888892119,ID2356561349631,230917JRBAHSQW,SARANG,2023-09-19 00:05:04,Normal,SOC_Packed,Marketplace Collection,14000,14000,NON-COD,Kebon Jeruk First Mile Hub,Sedan Hub,Rembang Hub,Semarang DC,spx
86,SPXID039494976519,ID236368039861W,230917J4T93Y95,NGADIREJO,2023-09-19 16:43:26,Normal,SOC_LHTransporting,SPX Standard Marketplace,22300,22300,COD,Sukmajaya First Mile Hub,Ngadirejo Hub,Semarang DC,Jakarta DC,spx
87,SPXID030146961869,ID2366026685852,230917HY0QHWDV,BRANGSONG,2023-09-18 23:54:31,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,COD,Kenjeran First Mile Hub,Kaliwungu Hub,Semarang DC,Surabaya DC,spx
88,SPXID033535653229,ID238331979201A,230918KEX32WHG,SIDOREJO,2023-09-19 07:34:26,Normal,SOC_Received,Economy Marketplace Delivery,18300,18300,NON-COD,Tambora First Mile Hub,Salatiga Hub,Salatiga Hub,Semarang DC,spx
89,SPXID033685751469,ID2368321842320,230917K39G66J9,PONTIANAK TIMUR,2023-09-18 22:09:09,Normal,SOC_LHTransporting,Economy Marketplace Delivery,32500,32500,COD,Pedurungan First Mile Hub,Pontianak Utara Hub,Kapuk DC,Semarang DC,spx
90,SPXID036842104699,ID238528553384F,230917K9PGGDRP,TULANGAN,2023-09-18 22:02:13,Normal,SOC_LHTransporting,SPX Standard Marketplace,34600,34600,NON-COD,Kembangan First Mile Hub,Sidoarjo Hub,Surabaya DC,Semarang DC,spx
91,SPXID030153786899,ID2383191035450,230917K7FRG06B,GUNUNGWUNGKAL,2023-09-18 22:38:25,Normal,SOC_LHTransported,Economy Marketplace Delivery,22300,22300,COD,Gambir First Mile Hub,Tayu Hub,Tayu Hub,Semarang DC,spx
92,SPXID038332769949,ID231311535559V,230917JU137RJ3,NGALIYAN,2023-09-18 20:17:16,Normal,SOC_LHTransported,Economy Marketplace Delivery,14700,14700,NON-COD,Kapuk First Mile Hub,Ngaliyan Hub,Semarang DC,Jakarta DC,spx
93,SPXID034067676379,ID237812210372C,230917K7P8EGKS,GAJAH MUNGKUR,2023-09-19 11:04:09,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,NON-COD,Kalideres First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
94,SPXID034940743759,ID231868962423B,230917J3TBQURW,PULOKULON,2023-09-19 15:01:25,Normal,SOC_Packed,SPX Standard Marketplace,16200,16200,NON-COD,Pungging First Mile Hub,Kradenan Hub,Semarang DC,Surabaya DC,spx
95,SPXID039496774139,ID2341592088152,230917K9D529YH,WELAHAN,2023-09-19 10:19:57,Normal,SOC_Packed,Economy Marketplace Delivery,22300,22300,COD,Kalideres First Mile Hub,Mayong Hub,Mayong Hub,Semarang DC,spx
96,SPXID037090067329,ID2374703886881,230917K6M1M86P,SEMARANG BARAT,2023-09-19 13:24:23,Normal,SOC_Received,Economy Marketplace Delivery,14700,14700,COD,Kalideres First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
97,SPXID031221180919,ID234200350007U,230916FRGERBSB,TANGERANG,2023-09-20 00:24:45,Normal,SOC_LHTransporting,Economy Marketplace Delivery,11700,11700,NON-COD,Semarang First Mile Hub,Tangerang Hub,Cakung DC,Semarang DC,spx
98,SPXID032257329219,ID2375697245783,230917K3P5GJGN,SUKALARANG,2023-09-19 01:12:39,Normal,SOC_LHTransporting,Economy Marketplace Delivery,17200,17200,NON-COD,Semarang First Mile Hub,Sukaraja Sukabumi Hub,Depok DC,Semarang DC,spx
99,SPXID033327090769,ID2392394798915,230916FG198U2E,PAUH,2023-09-19 01:14:16,Normal,SOC_LHTransporting,Economy Marketplace Delivery,26400,26400,NON-COD,Semarang First Mile Hub,Padang Hub,Kapuk DC,Semarang DC,spx
100,SPXID036843492769,ID2325981928497,230917K2X7NVCP,BOGOR TIMUR - KOTA,2023-09-19 01:16:56,Normal,SOC_LHTransporting,Economy Marketplace Delivery,11600,11600,NON-COD,Semarang First Mile Hub,Bogor Hub,Depok DC,Semarang DC,spx
101,SPXID038006834929,ID2350756623410,230916GJSEFT34,PADANG UTARA,2023-09-19 01:09:10,Normal,SOC_LHTransporting,Economy Marketplace Delivery,26400,26400,NON-COD,Semarang First Mile Hub,Koto Tangah Hub,Kapuk DC,Semarang DC,spx
102,SPXID039037242449,ID233390540023X,230917K799KTBE,SEMARANG BARAT,2023-09-19 11:04:40,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,COD,Kalideres First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
103,SPXID039386816229,ID2347472798571,230916GJEWUQJC,CARITA,2023-09-19 01:13:23,Normal,SOC_LHTransporting,Economy Marketplace Delivery,25400,25400,NON-COD,Semarang First Mile Hub,Pagelaran Hub,Cakung DC,Semarang DC,spx
104,SPXID030362708559,ID2337068082553,230917K5787DP9,SEMARANG BARAT,2023-09-19 10:44:56,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,COD,Kalideres First Mile Hub,Semarang Hub,Semarang Hub,Semarang DC,spx
105,SPXID031481905459,ID235550153113A,230917K4RADV0C,SEMARANG UTARA,2023-09-19 10:43:22,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,NON-COD,Kalideres First Mile Hub,Semarang Tengah Hub,Semarang Tengah Hub,Semarang DC,spx
106,SPXID032888916159,ID2386872743492,230917K726JDAD,BANGSRI,2023-09-18 23:45:43,Normal,SOC_LHTransporting,SPX Standard Marketplace,23400,23400,COD,Tanjung Priok First Mile Hub,Bangsri Hub,Jepara Hub,Semarang DC,spx
107,SPXID034123333389,ID236952077909V,230917K5MWYW2K,PLANTUNGAN,2023-09-18 23:44:30,Normal,SOC_Received,SPX Standard Marketplace,21300,21300,NON-COD,Tanjung Priok First Mile Hub,Sukorejo Kendal Hub,Sukorejo Kendal Hub,Semarang DC,spx
108,SPXID034969875259,ID2356049581248,230917K5983E7B,SEMARANG SELATAN,2023-09-19 10:47:17,Normal,SOC_LHPacking,Economy Marketplace Delivery,14700,14700,NON-COD,Kalideres First Mile Hub,Semarang Timur Hub,Semarang Timur Hub,Semarang DC,spx
109,SPXID037338890279,ID238421128829X,230917KAHBU6GV,UNGARAN BARAT,2023-09-18 23:50:02,Normal,SOC_Received,SPX Standard Marketplace,21300,21300,COD,Tanjung Priok First Mile Hub,Ungaran Hub,Ungaran Hub,Semarang DC,spx
